"Author","Year","Lat","Lon","MAT","MAP","Soil.order","MineralType","Top.depth","Bottom.depth","Vegetation","frc_method","Clay","Silt","Sand","SiltClayPercent","Bulk.C","SiltClayC","POM_C","source"
"Elustondo",1990,45.5,-73,4,900,"Incept-Entisols","HM",0,8,"Cropland","Particle_Size",33,32,35,65,20.1,17.4,3.5046,"Synthesis"
"Elustondo",1990,46,-72.5,4,900,"Incept-Entisols","HM",0,8,"Cropland","Particle_Size",11,33,56,44,21.8,18,5.6712,"Synthesis"
"Elustondo",1990,46,-73.5,4,900,"Spodosols","HM",0,8,"Cropland","Particle_Size",8,16,76,24,21.2,17.8,6.5772,"Synthesis"
"Elustondo",1990,46,-72.6,4,900,"Incept-Entisols","HM",0,8,"Cropland","Particle_Size",40,33,27,73,48.6,39.3,8.0282,"Synthesis"
"Elustondo",1990,46,-72,4,900,"Incept-Entisols","HM",0,8,"Cropland","Particle_Size",14,58,28,72,28.4,24.2,3.4932,"Synthesis"
"Elustondo",1990,45.8,-73,4,900,"Spodosols","HM",0,8,"Cropland","Particle_Size",4,5,91,9,20.8,11.7,8.736,"Synthesis"
"Elustondo",1990,48,-71,4,900,"Entisols","HM",0,8,"Cropland","Particle_Size",10,31,59,41,23,19.8,4.307,"Synthesis"
"Elustondo",1990,45.5,-73,4,900,"Incept-Entisols","HM",0,8,"Grassland","Particle_Size",23,38,39,61,33,23.6,10.6312,"Synthesis"
"Elustondo",1990,46,-72.5,4,900,"Incept-Entisols","HM",0,8,"Grassland","Particle_Size",15,29,56,44,28.1,21.3,7.7694,"Synthesis"
"Elustondo",1990,46,-73.5,4,900,"Spodosols","HM",0,8,"Grassland","Particle_Size",7,8,85,15,27.6,15.7,12.1824,"Synthesis"
"Elustondo",1990,46,-72.6,4,900,"Entisols","HM",0,8,"Grassland","Particle_Size",36,30,34,66,52.3,37.6,11.6622,"Synthesis"
"Elustondo",1990,46,-72,4,900,"Incept-Entisols","HM",0,8,"Grassland","Particle_Size",12,52,36,64,35.1,24.1,11.096,"Synthesis"
"Elustondo",1990,45.8,-73,4,900,"Spodosols","HM",0,8,"Grassland","Particle_Size",7,10,83,17,27.4,17.9,8.0801,"Synthesis"
"Elustondo",1990,48,-71,4,900,"Entisols","HM",0,8,"Grassland","Particle_Size",8,27,65,35,27.5,19.9,7.824,"Synthesis"
"Feller",1996,14.5,-14.5,29,700,"Entisols","HM",0,10,"Grassland","Particle_Size",3,2,95,5,2.5,1.5,0.97,"Synthesis"
"Feller",1996,14.5,-14.5,29,700,"Entisols","HM",0,10,"Cropland","Particle_Size",4,1,95,5,2.4,1.2,1.17,"Synthesis"
"Feller",1996,14.5,-14.5,29,700,"Entisols","HM",0,10,"Cropland","Particle_Size",5,1,94,6,2,1.4,0.64,"Synthesis"
"Feller",1996,14.5,-14.5,29,700,"Entisols","HM",0,10,"Cropland","Particle_Size",9,3,88,12,3.8,2.7,1.11,"Synthesis"
"Feller",1996,14.5,-14.5,29,700,"Entisols","HM",0,10,"Savanna","Particle_Size",8,4,88,12,6.7,3.9,2.85,"Synthesis"
"Feller",1996,14.5,-14.5,29,800,"Alfisols","HM",0,10,"Savanna","Particle_Size",8,9,83,17,9.4,6,3.44,"Synthesis"
"Feller",1996,14.5,-14.5,29,800,"Alfisols","HM",0,10,"Cropland","Particle_Size",6,6,88,12,6,3.7,2.2,"Synthesis"
"Feller",1996,14.5,-14.5,29,800,"Alfisols","HM",0,10,"Cropland","Particle_Size",7,8,85,15,5.7,3.9,1.82,"Synthesis"
"Feller",1996,14.5,-14.5,29,800,"Alfisols","HM",0,10,"Cropland","Particle_Size",4,6,90,10,5.1,3.2,1.83,"Synthesis"
"Feller",1996,14.5,-14.5,29,800,"Alfisols","HM",0,10,"Cropland","Particle_Size",5,7,88,12,5.5,3.5,1.5,"Synthesis"
"Feller",1996,14.5,-14.5,29,800,"Alfisols","HM",0,10,"Savanna","Particle_Size",8,11,81,19,12.3,7.5,4.86,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Tropical Forest","Particle_Size",21,8,71,29,17,9.8,7.14,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Savanna","Particle_Size",23,7,70,30,14.4,10.7,3.71,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Savanna","Particle_Size",19,6,75,25,12.3,9.7,2.63,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Savanna","Particle_Size",19,9,72,28,15.9,12.7,3.17,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Cropland","Particle_Size",19,8,73,27,12.3,9.7,2.58,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Cropland","Particle_Size",21,7,72,28,9.3,7.2,2.07,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Savanna","Particle_Size",17,7,76,24,10.9,8.4,2.5,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Savanna","Particle_Size",19,8,73,27,15.8,11.8,3.97,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Ultisols","LM",0,10,"Tropical Forest","Particle_Size",12,9,79,21,11.6,7.9,3.63,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Alfisols","HM",0,10,"Savanna","Particle_Size",12,7,81,19,11.4,7.8,3.61,"Synthesis"
"Feller",1996,7.5,-5.5,26,1360,"Alfisols","HM",0,10,"Savanna","Particle_Size",6,6,88,12,7.4,5,2.37,"Synthesis"
"Feller",1996,8.5,1,27,1040,"Ultisols","LM",0,10,"Tropical Forest","Particle_Size",16,7,77,23,18.3,13.1,3.95,"Synthesis"
"Feller",1996,8.5,1,27,1040,"Ultisols","LM",0,10,"Savanna","Particle_Size",6,5,89,11,10.5,5.5,4.66,"Synthesis"
"Feller",1996,8.5,1,27,1040,"Ultisols","LM",0,10,"Cropland","Particle_Size",11,5,84,16,6.8,4.7,1.69,"Synthesis"
"Feller",1996,8.5,1,27,1040,"Ultisols","LM",0,10,"Cropland","Particle_Size",9,5,86,14,5.3,3.5,1.63,"Synthesis"
"Feller",1996,8.5,1,27,1040,"Ultisols","LM",0,10,"Cropland","Particle_Size",9,4,87,13,5.5,3.9,1.48,"Synthesis"
"Feller",1996,16.3,-61.5,25,3000,"Oxisols","LM",0,10,"Grassland","Particle_Size",64,18,18,82,37.7,30.1,7.62,"Synthesis"
"Feller",1996,16.3,-61.5,25,3000,"Oxisols","LM",0,10,"Cropland","Particle_Size",67,14,19,81,18.5,16.9,1.54,"Synthesis"
"Feller",1996,14,-61,25,2700,"Oxisols","LM",0,10,"Grassland","Particle_Size",54,14,32,68,28.2,20.3,7.94,"Synthesis"
"Feller",1996,14,-61,25,2700,"Oxisols","LM",0,10,"Cropland","Particle_Size",52,17,31,69,18.3,14.8,3.45,"Synthesis"
"Feller",1996,14.5,-61,26,1820,"Inceptisols","HM",0,10,"Tropical Forest","Particle_Size",49,20,31,69,19.5,16.3,3.12,"Synthesis"
"Feller",1996,14.5,-61,27,1200,"Vertisols","HM",0,10,"Savanna","Particle_Size",54,16,30,70,40.1,32.7,7.4,"Synthesis"
"Feller",1996,14.5,-61,27,1200,"Vertisols","HM",0,10,"Grassland","Particle_Size",55,16,29,71,33.4,25.4,8.04,"Synthesis"
"Feller",1996,14.5,-61,27,1200,"Vertisols","HM",0,10,"Grassland","Particle_Size",39,20,41,59,26,19.4,7.56,"Synthesis"
"Feller",1996,14.5,-61,27,1200,"Vertisols","HM",0,10,"Cropland","Particle_Size",61,11,28,72,11.5,9.8,1.7,"Synthesis"
"Feller",1996,-3.5,-62,21,1200,"Oxisols","LM",0,10,"Tropical Forest","Particle_Size",44,17,39,61,21.1,18,3,"Synthesis"
"Feller",1996,-3.5,-62,21,1200,"Oxisols","LM",0,10,"Tropical Forest","Particle_Size",56,8,36,64,41.5,34.2,7.28,"Synthesis"
"Feller",1996,-3.5,-62,21,1200,"Oxisols","LM",0,10,"Tropical Forest","Particle_Size",50,13,37,63,31.3,26.1,5.14,"Synthesis"
"Feller",1996,-3.5,-62,21,1200,"Oxisols","LM",0,10,"Cropland","Particle_Size",63,9,28,72,14.7,13.3,1.38,"Synthesis"
"Feller",1996,-3.5,-62,21,1200,"Oxisols","LM",0,10,"Cropland","Particle_Size",58,12,30,70,14.8,12.6,2.18,"Synthesis"
"Feller",1996,-3.5,-62,18,1530,"Oxisols","LM",0,10,"Grassland","Particle_Size",65,18,17,83,38.1,36.1,2.08,"Synthesis"
"Feller",1996,-3.5,-62,18,1530,"Oxisols","LM",0,10,"Cropland","Particle_Size",75,12,13,87,34.9,33.3,1.62,"Synthesis"
"Feller",1996,-3.5,-62,18,1530,"Oxisols","LM",0,10,"Cropland","Particle_Size",76,11,13,87,28.3,27.4,0.93,"Synthesis"
"Feng",2014,43.5,124.8,4.5,525,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,27,73,12.9,9,NA,"Synthesis"
"Feng",2014,43.5,124.8,4.5,525,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,27,73,14.4,9.1,NA,"Synthesis"
"Feng",2014,43.5,124.8,4.5,525,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,27,73,23.7,12.9,NA,"Synthesis"
"Feng",2014,43.5,124.8,4.5,525,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,27,73,26.8,13.7,NA,"Synthesis"
"Feng",2014,34.78,113.67,14,645,"Inceptisols","HM",0,20,"Cropland","Particle_Size",NA,NA,52,48,7.5,6.8,NA,"Synthesis"
"Feng",2014,34.78,113.67,14,645,"Inceptisols","HM",0,20,"Cropland","Particle_Size",NA,NA,52,48,7.8,6.7,NA,"Synthesis"
"Feng",2014,34.78,113.67,14,645,"Inceptisols","HM",0,20,"Cropland","Particle_Size",NA,NA,52,48,11.1,8.4,NA,"Synthesis"
"Feng",2014,34.78,113.67,14,645,"Inceptisols","HM",0,20,"Cropland","Particle_Size",NA,NA,52,48,11.5,9.1,NA,"Synthesis"
"Feng",2014,26.75,111.87,18,1250,"Ultisols","LM",0,20,"Cropland","Particle_Size",NA,NA,24,76,8.3,6,NA,"Synthesis"
"Feng",2014,26.75,111.87,18,1250,"Ultisols","LM",0,20,"Cropland","Particle_Size",NA,NA,24,76,11,7.2,NA,"Synthesis"
"Feng",2014,26.75,111.87,18,1250,"Ultisols","LM",0,20,"Cropland","Particle_Size",NA,NA,24,76,16.1,9.3,NA,"Synthesis"
"Feng",2014,26.75,111.87,18,1250,"Ultisols","LM",0,20,"Cropland","Particle_Size",NA,NA,24,76,20.5,11.9,NA,"Synthesis"
"Feng",2014,36.9,120.7,11.2,779,"Inceptisols","HM",0,20,"Cropland","Particle_Size",NA,NA,45,55,5.3,5.4,NA,"Synthesis"
"Feng",2014,36.9,120.7,11.2,779,"Inceptisols","HM",0,20,"Cropland","Particle_Size",NA,NA,45,55,12.3,9.7,NA,"Synthesis"
"Feng",2014,36.9,120.7,11.2,779,"Inceptisols","HM",0,20,"Cropland","Particle_Size",NA,NA,45,55,19.8,14.3,NA,"Synthesis"
"Feng",2014,52.82,104.6,0.6,410,"Alfisols","HM",0,20,"Cropland","Particle_Size",NA,NA,16,84,35.1,27.3,NA,"Synthesis"
"Feng",2014,52.82,104.6,0.6,410,"Alfisols","HM",0,20,"Cropland","Particle_Size",NA,NA,16,84,36.9,28.7,NA,"Synthesis"
"Feng",2014,52.82,104.6,0.6,410,"Alfisols","HM",0,20,"Cropland","Particle_Size",NA,NA,16,84,37.3,28.8,NA,"Synthesis"
"Feng",2014,52.1,114.2,0.7,373,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,31,69,29.8,18.7,NA,"Synthesis"
"Feng",2014,52.1,114.2,0.7,373,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,31,69,35.7,24.5,NA,"Synthesis"
"Feng",2014,52.1,114.2,0.7,373,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,31,69,37.3,23.7,NA,"Synthesis"
"Feng",2014,52.1,114.2,0.7,373,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,31,69,40.2,25.5,NA,"Synthesis"
"Feng",2014,52.1,114.2,0.7,373,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,31,69,24.5,17.1,NA,"Synthesis"
"Feng",2014,52.1,114.2,0.7,373,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,31,69,24.9,16.4,NA,"Synthesis"
"Feng",2014,52.1,114.2,0.7,373,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,31,69,24,16.3,NA,"Synthesis"
"Feng",2014,52.1,114.2,0.7,373,"Mollisols","HM",0,20,"Cropland","Particle_Size",NA,NA,31,69,31.3,22.8,NA,"Synthesis"
"Guggenberger",1994,43.53,11.48,6.5,1500,"Inceptisols","HM",0,10,"Temperate Forest","Particle_Size",28,35,37,63,84.2,71.7,17.8596,"Synthesis"
"Guggenberger",1994,43.53,11.48,6.5,1500,"Inceptisols","HM",0,10,"Temperate Forest","Particle_Size",25,39,36,64,59.3,46.4,13.3947,"Synthesis"
"Guggenberger",1994,43.53,11.48,6.5,1500,"Inceptisols","HM",0,10,"Grassland","Particle_Size",24,36,40,60,72.7,52,22.2243,"Synthesis"
"Guggenberger",1994,43.53,11.48,6.5,1500,"Inceptisols","HM",0,10,"Cropland","Particle_Size",26,33,41,59,24.6,24.2,2.691,"Synthesis"
"Guggenberger",1995,4.37,-71.19,26,2200,"Oxisols","LM",0,10,"Savanna","Particle_Size",39,17,44,56,22.6,19.6,0.6688,"Synthesis"
"Guggenberger",1995,5.37,-72.19,26,2200,"Oxisols","LM",0,10,"Grassland","Particle_Size",41,15,44,56,26.6,22.3,1.3728,"Synthesis"
"Guggenberger",1995,6.37,-73.19,26,2200,"Oxisols","LM",0,10,"Grassland","Particle_Size",41,16,43,57,26,22.6,1.1368,"Synthesis"
"Guibert",1999,8.7,16.6,27,1000,"Alfisols","HM",0,20,"Cropland","Particle_Size",6,5,89,11,5.5,4.2,NA,"Synthesis"
"Guibert",1999,8.7,16.6,27,1000,"Alfisols","HM",0,20,"Cropland","Particle_Size",7,5,88,12,6.3,4.7,NA,"Synthesis"
"Guibert",1999,8.7,16.6,27,1000,"Alfisols","HM",0,20,"Cropland","Particle_Size",5,5,90,10,2.7,2.1,NA,"Synthesis"
"Guibert",1999,8.7,16.6,27,1000,"Alfisols","HM",0,20,"Cropland","Particle_Size",5,4,91,9,3.1,2.1,NA,"Synthesis"
"Guibert",1999,6.2,-6,26,1500,"Alfisols","HM",0,20,"Cropland","Particle_Size",27,7,66,34,8.9,5.5,NA,"Synthesis"
"Guibert",1999,6.2,-6,26,1500,"Alfisols","HM",0,20,"Cropland","Particle_Size",26,7,67,33,10.4,6.6,NA,"Synthesis"
"Guibert",1999,6.2,-6,26,1500,"Alfisols","HM",0,20,"Cropland","Particle_Size",23,7,70,30,6.7,4.6,NA,"Synthesis"
"Guibert",1999,6.2,-6,26,1500,"Alfisols","HM",0,20,"Cropland","Particle_Size",20,6,74,26,9.1,5.1,NA,"Synthesis"
"Guibert",1999,8.7,16.6,27,1000,"Alfisols","HM",0,20,"Cropland","Particle_Size",6,8,86,14,5.5,4.5,NA,"Synthesis"
"Guibert",1999,8.7,16.6,27,1000,"Alfisols","HM",0,20,"Cropland","Particle_Size",7,8,85,15,6.3,5,NA,"Synthesis"
"Guibert",1999,8.7,16.6,27,1000,"Alfisols","HM",0,20,"Cropland","Particle_Size",5,8,87,13,2.7,2.3,NA,"Synthesis"
"Guibert",1999,8.7,16.6,27,1000,"Alfisols","HM",0,20,"Cropland","Particle_Size",5,7,88,12,3.1,2.2,NA,"Synthesis"
"Guibert",1999,6.2,-6,26,1500,"Alfisols","HM",0,20,"Cropland","Particle_Size",27,10,63,37,8.9,5.9,NA,"Synthesis"
"Guibert",1999,6.2,-6,26,1500,"Alfisols","HM",0,20,"Cropland","Particle_Size",26,10,64,36,10.4,7,NA,"Synthesis"
"Guibert",1999,6.2,-6,26,1500,"Alfisols","HM",0,20,"Cropland","Particle_Size",23,10,67,33,6.7,4.9,NA,"Synthesis"
"Guibert",1999,6.2,-6,26,1500,"Alfisols","HM",0,20,"Cropland","Particle_Size",20,9,71,29,9.1,5.6,NA,"Synthesis"
"Hassink",1997,53,6,8,750,"","HM",0,10,"Grassland","Particle_Size",1,1,98,2,28.7,4.1,24.6,"Synthesis"
"Hassink",1997,51.2,5.6,8,750,"","HM",0,10,"Grassland","Particle_Size",1,3,96,4,15,3.6,11.4,"Synthesis"
"Hassink",1997,52.4,6.2,8,750,"","HM",0,10,"Grassland","Particle_Size",2,1,97,3,19.8,0.9,18.9,"Synthesis"
"Hassink",1997,52.3,6.4,8,750,"","HM",0,10,"Grassland","Particle_Size",3,1,96,4,22.7,1,21.7,"Synthesis"
"Hassink",1997,53,6.6,8,750,"","HM",0,10,"Grassland","Particle_Size",2,2,96,4,43.8,7.5,36.3,"Synthesis"
"Hassink",1997,52,5.6,8,750,"","HM",0,10,"Grassland","Particle_Size",3,3,94,6,30.9,10.2,20.7,"Synthesis"
"Hassink",1997,52.2,6.5,8,750,"","HM",0,10,"Grassland","Particle_Size",3,2,95,5,39.1,3,36.1,"Synthesis"
"Hassink",1997,52.4,6.2,8,750,"","HM",0,10,"Grassland","Particle_Size",6,3,91,9,46.8,3.6,43.2,"Synthesis"
"Hassink",1997,53.2,7,8,750,"","HM",0,10,"Grassland","Particle_Size",8,5,87,13,53.7,11.1,42.6,"Synthesis"
"Hassink",1997,52.5,5.5,8,750,"","HM",0,10,"Grassland","Particle_Size",22,14,64,36,30.7,18.6,12.1,"Synthesis"
"Hassink",1997,53.3,6.3,8,750,"","HM",0,10,"Grassland","Particle_Size",24,13,63,37,53.7,27.5,26.2,"Synthesis"
"Hassink",1997,53.3,6.5,8,750,"","HM",0,10,"Grassland","Particle_Size",30,16,54,46,35.5,13.5,22,"Synthesis"
"Hassink",1997,51.8,5.3,8,750,"","HM",0,10,"Grassland","Particle_Size",26,17,57,43,39.9,19.9,20,"Synthesis"
"Hassink",1997,51.8,5.3,8,750,"","HM",0,10,"Grassland","Particle_Size",51,25,24,76,60.7,31,29.7,"Synthesis"
"Hassink",1997,51.2,5.6,8,750,"","HM",0,10,"Cropland","Particle_Size",1,3,96,4,9.3,3.6,5.7,"Synthesis"
"Hassink",1997,53,6.6,8,750,"","HM",0,10,"Cropland","Particle_Size",4,2,94,6,23.8,7.4,16.4,"Synthesis"
"Hassink",1997,51.2,5.6,8,750,"","HM",30,40,"Grassland","Particle_Size",NA,NA,96,4,12.1,3.4,NA,"Synthesis"
"Hassink",1997,51.2,5.6,8,750,"","HM",60,80,"Grassland","Particle_Size",NA,NA,96,4,9.7,3.4,NA,"Synthesis"
"Hassink",1997,51.2,5.6,8,750,"","HM",30,40,"Fallow","Particle_Size",NA,NA,96,4,7.1,3.5,NA,"Synthesis"
"Hassink",1997,51.2,5.6,8,750,"","HM",60,80,"Fallow","Particle_Size",NA,NA,96,4,7.2,3.1,NA,"Synthesis"
"Hassink",1997,52,5.6,8,750,"","HM",0,10,"Grassland","Particle_Size",NA,NA,94,6,23.4,9.7,NA,"Synthesis"
"Hassink",1997,53.3,6.3,8,750,"","HM",0,10,"Grassland","Particle_Size",NA,NA,63,37,41.9,21.2,NA,"Synthesis"
"Hassink",1997,52.4,6.2,8,750,"","HM",0,10,"Grassland","Particle_Size",NA,NA,97,3,19.8,1.4,NA,"Synthesis"
"Hassink",1997,53.2,7,8,750,"","HM",0,10,"Grassland","Particle_Size",NA,NA,87,13,53.7,11.3,NA,"Synthesis"
"Hassink",1997,53.2,7,8,750,"","HM",0,10,"Grassland","Particle_Size",NA,NA,34,66,30.2,20.3,NA,"Synthesis"
"Hassink",1997,53,6.6,8,750,"","HM",0,10,"Cropland","Particle_Size",NA,NA,95,5,41.1,13,NA,"Synthesis"
"Hassink",1997,51.2,5.6,8,750,"","HM",0,10,"Cropland","Particle_Size",NA,NA,96,4,14.2,3.6,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,83,17,10.1,7.2,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,83,17,NA,6.3,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,83,17,NA,6.1,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,83,17,NA,5.2,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,83,17,6.6,5.1,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,83,17,16.8,7.5,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,83,17,16.5,8.5,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,83,17,42.5,12.4,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,34,66,22.2,15.2,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,34,66,NA,14,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,34,66,NA,13.2,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,34,66,NA,11.3,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,34,66,14.7,10.2,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,34,66,25.9,15.4,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,34,66,25,16.5,NA,"Synthesis"
"Hassink",1997,53.2,6.6,8,750,"","HM",0,25,"Fallow","Particle_Size",NA,NA,34,66,52.7,26,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",9,8,83,17,28.1,12.8,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",45,21,34,66,11.3,10.2,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",45,21,34,66,40,27.6,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",2,6,92,8,15.3,7,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",3,3,94,6,24,6.8,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",3,3,94,6,15.5,6,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",24,13,63,37,43,21.6,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",24,13,63,37,30,8.8,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",23,15,62,38,34,13,NA,"Synthesis"
"Hassink",1997,NA,NA,NA,NA,"","",NA,NA,"","Particle_Size",23,15,62,38,30,11.9,NA,"Synthesis"
"Huang",2008,NA,NA,NA,NA,"","",NA,NA,"Cropland","Particle_Size",17,18,65,35,8.8,5.6,NA,"Synthesis"
"Jandl",2004,51.4,11.8,9,500,"Mollisols","HM",0,20,"Cropland","Particle_Size",23,25,52,48,16,14.1,1.004,"Synthesis"
"Jandl",2004,51.4,11.8,9,500,"Mollisols","HM",0,20,"Cropland","Particle_Size",24,23,53,47,24,18,4.0376,"Synthesis"
"Jandl",2004,51.4,11.8,9,500,"Mollisols","HM",0,20,"Cropland","Particle_Size",23,71,6,94,16,14.56,0.54,"Synthesis"
"Jandl",2004,51.4,11.8,9,500,"Mollisols","HM",0,20,"Cropland","Particle_Size",24,68.6,7.4,92.6,24,19.4496,2.546,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Mollisols","HM",0,46,"Grassland","Particle_Size",23,26,51,49,19.7,17.8,1.2222,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Mollisols","HM",0,36,"Cropland","Particle_Size",23,27,50,50,11.6,9.9,0.8928,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Mollisols","HM",0,26,"Cropland","Particle_Size",22,34,44,56,15.3,12.8,1.6576,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Alfisols","HM",0,35,"Cropland","Particle_Size",20,36,44,56,13.7,11,1.5741,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Alfisols","HM",0,31,"Cropland","Particle_Size",19,31,50,50,12,9.8,2.0126,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Alfisols","HM",0,33,"Cropland","Particle_Size",16,34,50,50,8.7,7,1.0609,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Alfisols","HM",0,27,"Cropland","Particle_Size",15,37,48,52,11.3,8.5,2.2456,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Mollisols","HM",0,46,"Grassland","Particle_Size",23,70.4,6.6,93.4,19.7,18.3074,0.6942,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Mollisols","HM",0,36,"Cropland","Particle_Size",23,72.3,4.7,95.3,11.6,10.5072,0.2614,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Mollisols","HM",0,26,"Cropland","Particle_Size",22,75.6,2.4,97.6,15.3,13.7191,0.7008,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Alfisols","HM",0,35,"Cropland","Particle_Size",20,77.8,2.2,97.8,13.7,11.9357,0.6081,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Alfisols","HM",0,31,"Cropland","Particle_Size",19,73.9,7.1,92.9,12,10.7929,1.0644,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Alfisols","HM",0,33,"Cropland","Particle_Size",16,78.5,5.5,94.5,8.7,7.699,0.3979,"Synthesis"
"Kahle",2002,51.497,11.9688,9.1,484,"Alfisols","HM",0,27,"Cropland","Particle_Size",15,74.9,10.1,89.9,11.3,9.2193,1.4776,"Synthesis"
"Kolbl",2006,48.5,11.5,7.4,830,"Entisols","HM",0,15,"Cropland","Particle_Size",23,29,48,52,17,11.8,0.771,"Synthesis"
"Kolbl",2006,48.5,11.5,7.4,830,"Inceptisols","HM",0,15,"Cropland","Particle_Size",28,25,47,53,14,9.6,0.6414,"Synthesis"
"Larre-Larrouy",2003,14.25,-60.53,26,1580,"Vertisols","HM",0,10,"Pasture","Particle_Size",54,12,34,66,50.3,23.5,23.5373,"Synthesis"
"Larre-Larrouy",2003,14.25,-60.53,26,1580,"Vertisols","HM",0,10,"Cropland","Particle_Size",47,9,44,56,11.7,8.3,2.2765,"Synthesis"
"Leinweber",1992,54,12,8.5,590,"","HM",NA,NA,"Cropland","Particle_Size",19,23,58,42,2.7,2.3,0.9178,"Synthesis"
"Leinweber",1992,54,12,8.5,590,"","HM",NA,NA,"Cropland","Particle_Size",18,22,60,40,8.6,2.8,1.2012,"Synthesis"
