"Author","Year","Lat","Lon","MAT","MAP","Soil.order","MineralType","Top.depth","Bottom.depth","Vegetation","frc_method","Clay","Silt","Sand","SiltClayPercent","Bulk.C","SiltClayC","POM_C","source"
"Leinweber",1992,54,12,8.5,590,"","HM",NA,NA,"Cropland","Particle_Size",18,34,48,52,15.8,14,2.523,"Synthesis"
"Leinweber",1992,54,12,8.5,590,"","HM",NA,NA,"Cropland","Particle_Size",18,33,49,51,7.4,5,1.806,"Synthesis"
"Leinweber",1992,54,12,8.5,590,"","HM",NA,NA,"Cropland","Particle_Size",16,31,53,47,17.7,9,5.9048,"Synthesis"
"Leinweber",1992,54,12,8.5,590,"","HM",NA,NA,"Cropland","Particle_Size",16,32,52,48,22.2,13.7,7.6773,"Synthesis"
"Leinweber",1992,54,12,8.5,590,"","HM",NA,NA,"Cropland","Particle_Size",14,32,54,46,26.8,16.4,5.8375,"Synthesis"
"Leinweber",1992,54,12,8.5,590,"","HM",NA,NA,"Cropland","Particle_Size",17,31,52,48,24.5,19,5.1584,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",0,10,"Grassland","Particle_Size",6,58,36,64,3.1,2.5,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",0,10,"Cropland","Particle_Size",8,49,43,57,5.2,3.6,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",0,10,"Cropland","Particle_Size",7,29,64,36,4.6,2.7,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",0,10,"Cropland","Particle_Size",11,58,31,69,7.3,3.4,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",10,20,"Grassland","Particle_Size",6,66,28,72,3.7,3,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",10,20,"Cropland","Particle_Size",8,53,39,61,4.9,3.3,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",10,20,"Cropland","Particle_Size",5,28,67,33,3.2,2.1,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",10,20,"Cropland","Particle_Size",6,65,29,71,4.7,3.1,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",20,30,"Grassland","Particle_Size",7,62,31,69,4.2,3.4,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",20,30,"Cropland","Particle_Size",9,52,39,61,4.4,2.9,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",20,30,"Cropland","Particle_Size",4,31,65,35,2.7,1.8,NA,"Synthesis"
"Li",2009,39.14,99.84,7.6,79,"Aridisols","HM",20,30,"Cropland","Particle_Size",5,64,31,69,4.1,2.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,29.2,70.8,31.8,23.2,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,30,70,31.8,21.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,32.9,67.1,31.8,20.8,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,28.6,71.4,31.8,25.4,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,28.2,71.8,31.8,21.5,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,30.9,69.1,31.8,28.5,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,31.9,68.1,31.8,21.1,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,20.7,79.3,31.8,29.2,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,36.4,63.6,31.8,26.4,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,35.7,64.3,31.8,21.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,28.4,71.6,31.8,26.5,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,32.7,67.3,31.8,28,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,28.1,71.9,31.8,30.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,40,60,31.8,29.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,38.4,61.6,31.8,29.4,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,32.9,67.1,31.8,25.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,41.3,58.7,31.8,22,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,41.8,58.2,31.8,27.8,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,41.8,58.2,31.8,15.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,39.4,60.6,31.8,29.2,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,46.2,53.8,31.8,16,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,42.9,57.1,31.8,14.5,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,38.4,61.6,31.8,26.2,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,47.5,52.5,31.8,12.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,39.8,60.2,31.8,18.3,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,41.7,58.3,31.8,16.8,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Grassland","Particle_Size",NA,NA,40.3,59.7,31.8,18.3,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,29.2,70.8,22.9,18.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,30,70,22.9,19,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,32.9,67.1,22.9,16.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,28.6,71.4,22.9,18.3,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,28.2,71.8,22.9,17.1,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,30.9,69.1,22.9,23,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,31.9,68.1,22.9,17.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,20.7,79.3,22.9,21.5,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,36.4,63.6,22.9,25.6,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,35.7,64.3,22.9,15.5,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,28.4,71.6,22.9,26,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,32.7,67.3,22.9,27.8,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,28.1,71.9,22.9,25.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,40,60,22.9,18,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,38.4,61.6,22.9,24.6,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,32.9,67.1,22.9,22.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,41.3,58.7,22.9,21.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,41.8,58.2,22.9,21.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,41.8,58.2,22.9,11.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,39.4,60.6,22.9,21,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,46.2,53.8,22.9,13.3,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,42.9,57.1,22.9,12.9,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,38.4,61.6,22.9,13.4,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,47.5,52.5,22.9,8.4,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,39.8,60.2,22.9,12.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,41.7,58.3,22.9,12.7,NA,"Synthesis"
"Liang",2009,45,127.5,2.75,550,"Mollisols","HM",0,30,"Cropland","Particle_Size",NA,NA,40.3,59.7,22.9,15.2,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,27,73,97.8,87.6,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,28,72,93.5,86.8,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,31,69,67.6,67.1,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,46,54,43.9,41,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,48,52,89,75.4,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,54,46,77,59.2,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,55,45,65.4,45.3,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,58,42,72.4,50.3,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,49,51,40.7,35,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,49,51,41.3,35.5,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,52,48,54.9,48.9,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,61,39,38,30.5,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,62,38,35.2,28,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,63,37,39.8,37,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Temperate Forest","Particle_Size",NA,NA,66,34,32.4,31.9,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Cropland","Particle_Size",NA,NA,10,90,18,17.9,NA,"Synthesis"
"Matus",2008,NA,NA,15.9,512,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Cropland","Particle_Size",NA,NA,18,82,27,26.3,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Cropland","Particle_Size",NA,NA,20,80,20,19.3,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Cropland","Particle_Size",NA,NA,26,74,21,19.1,NA,"Synthesis"
"Matus",2008,NA,NA,13.8,1087,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Cropland","Particle_Size",NA,NA,18,82,19.4,18.8,NA,"Synthesis"
"Matus",2008,NA,NA,NA,NA,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Cropland","Particle_Size",NA,NA,31,69,18.7,18.6,NA,"Synthesis"
"Matus",2008,NA,NA,14.7,776,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Cropland","Particle_Size",NA,NA,48,52,9.3,8,NA,"Synthesis"
"Matus",2008,NA,NA,15.4,750,"Entisols-Alfisols-Inceptisols","HM",NA,NA,"Cropland","Particle_Size",NA,NA,53,47,13.6,10.1,NA,"Synthesis"
"McKeague",1971,52.5,-111,1.5,410,"","HM",NA,NA,"Grassland","Particle_Size",24,21,55,45,43,34.2,11.28,"Synthesis"
"McKeague",1971,53,-112,1.5,410,"","HM",NA,NA,"Grassland","Particle_Size",18,19,63,37,33,22.4,8.744,"Synthesis"
"McKeague",1971,53,-112,1.5,410,"","HM",NA,NA,"Grassland","Particle_Size",22,30,48,52,65,47.9,13.619,"Synthesis"
"McKeague",1971,49.2,-98.4,2.5,470,"","HM",NA,NA,"Grassland","Particle_Size",27,32,41,59,66,50.6,14.84,"Synthesis"
"McKeague",1971,53.5,-113,1.5,410,"","HM",NA,NA,"Boreal Forest","Particle_Size",16,27,57,43,32,20.8,8.506,"Synthesis"
"McKeague",1971,53.5,-113,1.5,410,"","HM",NA,NA,"Boreal Forest","Particle_Size",18,10,72,28,21,23.9,15.338,"Synthesis"
"McKeague",1971,43,-80.3,7.7,900,"","HM",NA,NA,"Temperate Forest","Particle_Size",20,11,69,31,37,25.7,5.4044,"Synthesis"
"McKeague",1971,43.5,-80.2,7,850,"","HM",NA,NA,"Temperate Forest","Particle_Size",22,38,40,60,41,26.1,12.696,"Synthesis"
"McKeague",1971,43.5,-80.2,6.6,900,"","HM",NA,NA,"Temperate Forest","Particle_Size",15,29,56,44,40,30.2,6.96,"Synthesis"
"McKeague",1971,43.5,-80.2,7,850,"","HM",NA,NA,"Grassland","Particle_Size",49,12,39,61,66,38.1,12.431,"Synthesis"
"McKeague",1971,44,-78.5,7,800,"","HM",NA,NA,"Grassland","Particle_Size",10,4,86,14,52,30.1,8.83,"Synthesis"
"McKeague",1971,43.5,-80.2,7,850,"","HM",NA,NA,"Grassland","Particle_Size",26,44,30,70,50,37.2,10.399,"Synthesis"
"McKeague",1971,52,-106,3.5,385,"","HM",NA,NA,"Grassland","Particle_Size",36,34,30,70,47,48,5.153,"Synthesis"
"McKeague",1971,53,-112,1.5,410,"","HM",NA,NA,"Grassland","Particle_Size",38,35,27,73,27,28.1,1.7302,"Synthesis"
"McKeague",1971,49.7,-103.9,3.5,385,"","HM",NA,NA,"Grassland","Particle_Size",38,32,30,70,79,70.7,13.77,"Synthesis"
"McKeague",1971,49.2,-102.2,2.8,400,"","HM",NA,NA,"Grassland","Particle_Size",24,38,38,62,49,47.4,4.354,"Synthesis"
"McKeague",1971,49.2,-102.2,2.8,400,"","HM",NA,NA,"Grassland","Particle_Size",14,34,52,48,49,43.1,8.689,"Synthesis"
"McKeague",1971,52.5,-111,1.5,410,"","HM",NA,NA,"Grassland","Particle_Size",24,34,42,58,43,36.5,9.07,"Synthesis"
"McKeague",1971,53,-112,1.5,410,"","HM",NA,NA,"Grassland","Particle_Size",18,37,45,55,33,23,8.096,"Synthesis"
"McKeague",1971,53,-112,1.5,410,"","HM",NA,NA,"Grassland","Particle_Size",22,47,31,69,65,48.7,12.854,"Synthesis"
"McKeague",1971,49.2,-98.4,2.5,470,"","HM",NA,NA,"Grassland","Particle_Size",27,48,25,75,66,53.3,12.12,"Synthesis"
"McKeague",1971,53.5,-113,1.5,410,"","HM",NA,NA,"Boreal Forest","Particle_Size",16,45,39,61,32,21.3,7.984,"Synthesis"
"McKeague",1971,53.5,-113,1.5,410,"","HM",NA,NA,"Boreal Forest","Particle_Size",18,48,34,66,21,39.9,15.338,"Synthesis"
"McKeague",1971,43,-80.3,7.7,900,"","HM",NA,NA,"Temperate Forest","Particle_Size",20,71,9,91,37,32.9,5.4044,"Synthesis"
"McKeague",1971,43.5,-80.2,7,850,"","HM",NA,NA,"Temperate Forest","Particle_Size",22,53,25,75,41,26.3,12.456,"Synthesis"
"McKeague",1971,43.5,-80.2,6.6,900,"","HM",NA,NA,"Temperate Forest","Particle_Size",15,49,36,64,40,30.6,6.6,"Synthesis"
"McKeague",1971,43.5,-80.2,7,850,"","HM",NA,NA,"Grassland","Particle_Size",49,48,3,97,66,56.9,12.431,"Synthesis"
"McKeague",1971,44,-78.5,7,800,"","HM",NA,NA,"Grassland","Particle_Size",10,18,72,28,52,43.2,8.83,"Synthesis"
"McKeague",1971,43.5,-80.2,7,850,"","HM",NA,NA,"Grassland","Particle_Size",26,61,13,87,50,38,9.6,"Synthesis"
"McKeague",1971,52,-106,3.5,385,"","HM",NA,NA,"Grassland","Particle_Size",36,53,11,89,47,48.4,4.735,"Synthesis"
"McKeague",1971,53,-112,1.5,410,"","HM",NA,NA,"Grassland","Particle_Size",38,56,6,94,27,28.3,1.4992,"Synthesis"
"McKeague",1971,49.7,-103.9,3.5,385,"","HM",NA,NA,"Grassland","Particle_Size",38,43,19,81,79,71.3,13.11,"Synthesis"
"McKeague",1971,49.2,-102.2,2.8,400,"","HM",NA,NA,"Grassland","Particle_Size",24,54,22,78,49,47.6,4.114,"Synthesis"
"McKeague",1971,49.2,-102.2,2.8,400,"","HM",NA,NA,"Grassland","Particle_Size",14,57,29,71,49,43.5,8.252,"Synthesis"
"Nacro",1996,6.13,-5.2,27,1200,"","LM",0,10,"Savanna","Particle_Size",7,9,84,16,7.9,6,1.75675,"Synthesis"
"Nacro",1996,6.13,-5.2,27,1200,"","LM",0,10,"Savanna","Particle_Size",7,13,80,20,7.9,6.5,1.25385,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",0,15,"Cropland","Particle_Size",1,13,86,14,20.7,1.6,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",15,31,"Cropland","Particle_Size",2,24,74,26,14.4,2.1,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",31,43,"Cropland","Particle_Size",2,14,84,16,4.2,0.9,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",43,65,"Cropland","Particle_Size",1,18,81,19,2.6,0.5,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",65,100,"Cropland","Particle_Size",2,23,75,25,2.1,0.4,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",0,13,"Cropland","Particle_Size",2,12,86,14,17,2.4,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",13,26,"Cropland","Particle_Size",3,11,86,14,16,1.9,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",26,60,"Cropland","Particle_Size",3,11,86,14,9.3,0.9,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",60,80,"Cropland","Particle_Size",3,13,84,16,6.3,0.6,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",0,13,"Cropland","Particle_Size",4,9,87,13,13.3,2.4,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",13,27,"Cropland","Particle_Size",2,9,89,11,7.1,1,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",27,46,"Cropland","Particle_Size",1,11,88,12,5.8,0.6,NA,"Synthesis"
"Pan",2008,NA,NA,NA,NA,"","",46,80,"Cropland","Particle_Size",2,6,92,8,2.9,0.3,NA,"Synthesis"
"Pineiro",2009,-32,-57.08,17.3,1406,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,70,30,30.2,25.7,0.336,"Synthesis"
"Pineiro",2009,-32,-57.08,17.3,1406,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,72,28,23.6,21.2,0.1456,"Synthesis"
"Pineiro",2009,-32,-57.08,17.3,1406,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,44,56,24.2,20.1,0.2352,"Synthesis"
"Pineiro",2009,-31.5,-58.17,18.9,1300,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,18,82,17.7,14.8,0.141053068,"Synthesis"
"Pineiro",2009,-31.5,-58.17,18.9,1300,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,36,64,26.5,21.5,0.2688,"Synthesis"
"Pineiro",2009,-31.5,-58.17,18.9,1300,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,43,57,23.7,19.7,0.1938,"Synthesis"
"Pineiro",2009,-33.52,-55.33,16.3,1161,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,35,65,21,18.4,0.13,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,13,87,46.2,41.5,0.2088,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,47,53,19.7,17.1,0.159,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,32,68,33.9,30.3,0.1768,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,26,74,23.9,20.1,0.222,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,26,74,28.1,23.5,0.2368,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,35,65,18,13.4,0.286,"Synthesis"
"Pineiro",2009,-36.3,-58.3,14.9,861,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,22,78,19.5,18.3,0.078,"Synthesis"
"Pineiro",2009,-36.3,-58.3,14.9,861,"Vertisols-Alfisols","HM",0,5,"Grassland","Particle_Size",NA,NA,18,82,26.6,16.8,0.6396,"Synthesis"
"Pineiro",2009,-32,-57.08,17.3,1406,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,70,30,23.5,22.2,0.084,"Synthesis"
"Pineiro",2009,-32,-57.08,17.3,1406,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,72,28,23,22.1,0.056,"Synthesis"
"Pineiro",2009,-32,-57.08,17.3,1406,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,44,56,19.4,18.7,0.0448,"Synthesis"
"Pineiro",2009,-31.5,-58.17,18.9,1300,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,18,82,20,17.2,0.1148,"Synthesis"
"Pineiro",2009,-31.5,-58.17,18.9,1300,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,36,64,23.6,21.1,0.1536,"Synthesis"
"Pineiro",2009,-31.5,-58.17,18.9,1300,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,43,57,22.4,20.1,0.1254,"Synthesis"
"Pineiro",2009,-33.52,-55.33,16.3,1161,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,35,65,16.8,15.7,0.065,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,13,87,33.5,32,0.0522,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,47,53,16,14.6,0.0848,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,32,68,32.6,29.8,0.136,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,26,74,14.6,13.4,0.0592,"Synthesis"
"Pineiro",2009,-33.19,-56.58,17.4,1099,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,35,65,13.5,11.2,0.104,"Synthesis"
"Pineiro",2009,-36.3,-58.3,14.9,861,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,22,78,18.8,18,0.0624,"Synthesis"
"Pineiro",2009,-36.3,-58.3,14.9,861,"Vertisols-Alfisols","HM",5,10,"Grassland","Particle_Size",NA,NA,18,82,27.1,26.6,0.0492,"Synthesis"
"Pineiro",2009,-32,-57.08,17.3,1406,"Vertisols-Alfisols","HM",10,30,"Grassland","Particle_Size",NA,NA,70,30,18.5,17.7,0.048,"Synthesis"
